    #parametro     lambda_01     lambda_02     lambda_03
      2.577000      2.273945      0.001776    -11.852721
      2.577125      2.284834     -0.000566    -11.861392
      2.577250      2.279558     -0.000778    -11.856030
      2.577375      2.290128      0.001264    -11.868768
      2.577500      2.228787      0.000290    -11.806577
      2.577625      2.295301     -0.001020    -11.871906
      2.577750      2.261026      0.000030    -11.838805
      2.577875      2.272871     -0.000212    -11.850534
      2.578000      2.268121      0.000676    -11.846797
      2.578125      2.233824      0.000568    -11.812517
      2.578250      2.229669     -0.000433    -11.807486
      2.578375      2.226470     -0.002470    -11.802375
      2.578500      2.262434      0.000592    -11.841526
      2.578625      2.250172      0.000149    -11.828946
      2.578750      2.278444     -0.001612    -11.855582
      2.578875      2.289546      0.000968    -11.869388
      2.579000      2.284341      0.001064    -11.864405
      2.579125      2.246133     -0.000148    -11.825110
      2.579250      2.242370      0.000127    -11.821747
      2.579375      2.288274     -0.001244    -11.866405
      2.579500      2.282304     -0.000796    -11.861008
      2.579625      2.291282     -0.000475    -11.870432
      2.579750      2.236955      0.000935    -11.817640
      2.579875      2.255110      0.001234    -11.836220
      2.580000      2.252450      0.000630    -11.833080
      2.580125      2.238583      0.000314    -11.819022
      2.580250      2.299172     -0.000625    -11.878796
      2.580375      2.292447     -0.000136    -11.872686
      2.580500      2.238407      0.000761    -11.819669
      2.580625      2.306444     -0.000567    -11.886502
      2.580750      2.247679      0.000620    -11.829048
      2.580875      2.250210      0.001261    -11.832345
      2.581000      2.309986     -0.000159    -11.890827
      2.581125      2.278612      0.002071    -11.861809
      2.581250      2.304824      0.000723    -11.886797
      2.581375      2.242894     -0.000306    -11.823963
      2.581500      2.247907      0.000236    -11.829643
      2.581625      2.259405      0.001909    -11.842940
      2.581750      2.277711     -0.001217    -11.858245
      2.581875      2.240829     -0.000215    -11.822489
      2.582000      2.319017      0.001855    -11.902872
      2.582125      2.222531      0.001975    -11.806631
      2.582250      2.194587      0.002761    -11.779599
      2.582375      2.226646      0.000708    -11.809728
      2.582500      2.267904      0.001874    -11.852278
      2.582625      2.228709      0.000531    -11.811865
      2.582750      2.228073      0.000718    -11.811541
      2.582875      2.247062     -0.001600    -11.828337
      2.583000      2.233782      0.001013    -11.817795
      2.583125      2.245216      0.000304    -11.828645
      2.583250      2.205834      0.001170    -11.790255
      2.583375      2.229202     -0.000883    -11.811694
      2.583500      2.241312      0.001252    -11.826064
      2.583625      2.255010      0.000447    -11.839082
      2.583750      2.230127     -0.000565    -11.813312
      2.583875      2.237234      0.000170    -11.821278
      2.584000      2.185017     -0.000702    -11.768315
      2.584125      2.242128     -0.001140    -11.825113
      2.584250      2.225280      0.002387    -11.811917
      2.584375      2.235041     -0.001448    -11.817968
      2.584500      2.260974      0.001478    -11.846952
      2.584625      2.212981      0.001008    -11.798614
      2.584750      2.181195      0.000021    -11.765966
      2.584875      2.233419      0.000038    -11.818332
      2.585000      2.205847      0.000913    -11.791760
      2.585125      2.206514     -0.002206    -11.789433
      2.585250      2.195079      0.000262    -11.780591
      2.585375      2.171187     -0.002763    -11.753800
      2.585500      2.191881      0.000758    -11.778138
      2.585625      2.177001      0.000469    -11.763095
      2.585750      2.190550     -0.001559    -11.774740
      2.585875      2.145039     -0.000862    -11.730052
      2.586000      2.257032      0.000107    -11.843139
      2.586125      2.194631      0.000487    -11.781242
      2.586250      2.183240     -0.004657    -11.764834
      2.586375      2.187027      0.000692    -11.774093
      2.586500      2.210510      0.000464    -11.797475
      2.586625      2.191150     -0.001313    -11.776461
      2.586750      2.205085     -0.002533    -11.789302
      2.586875      2.191057     -0.000279    -11.777653
      2.587000      2.242879     -0.000973    -11.828906
      2.587125      2.162996      0.001212    -11.751334
      2.587250      2.261713     -0.000547    -11.848416
      2.587375      2.230218      0.000404    -11.817997
      2.587500      2.182010      0.000440    -11.769950
      2.587625      2.168783     -0.001358    -11.755050
      2.587750      2.197200      0.000189    -11.785139
      2.587875      2.211500     -0.000037    -11.799338
      2.588000      2.252838      0.000435    -11.841273
      2.588125      2.180439      0.000061    -11.768626
      2.588250      2.135767     -0.002366    -11.721651
      2.588375      2.208879      0.000427    -11.797681
      2.588500      2.188752      0.000264    -11.777516
      2.588625      2.189315      0.000796    -11.778736
      2.588750      2.180615     -0.001872    -11.767493
      2.588875      2.224878      0.000144    -11.813897
      2.589000      2.198042     -0.001118    -11.785924
      2.589125      2.175841     -0.000085    -11.764881
      2.589250      2.180034     -0.000006    -11.769279
      2.589375      2.177196      0.000383    -11.766954
      2.589500      2.179897      0.001245    -11.770642
      2.589625      2.200468      0.002024    -11.792117
      2.589750      2.189434      0.000854    -11.780038
      2.589875      2.172486     -0.000032    -11.762329
      2.590000      2.170485     -0.000789    -11.759696
      2.590125      2.148906     -0.001726    -11.737305
      2.590250      2.163647     -0.000485    -11.753412
      2.590375      2.200730     -0.000597    -11.790508
      2.590500      2.225171     -0.000409    -11.815262
      2.590625      2.177924      0.000682    -11.769231
      2.590750      2.183714      0.000634    -11.775097
      2.590875      2.197955      0.000933    -11.789763
      2.591000      2.237658     -0.000843    -11.827815
      2.591125      2.178354      0.000935    -11.770414
      2.591250      2.165391      0.000518    -11.757159
      2.591375      2.149380      0.000165    -11.740920
      2.591500      2.162402     -0.000239    -11.753663
      2.591625      2.202181     -0.001021    -11.792785
      2.591750      2.262731      0.001836    -11.856317
      2.591875      2.157980     -0.000500    -11.749355
      2.592000      2.119470     -0.000279    -11.711192
      2.592125      2.204814     -0.001522    -11.795418
      2.592250      2.155626      0.000829    -11.748705
      2.592375      2.173746     -0.002185    -11.763936
      2.592500      2.205493     -0.000421    -11.797572
      2.592625      2.173791     -0.001114    -11.765301
      2.592750      2.187477     -0.001063    -11.779164
      2.592875      2.235969      0.002616    -11.831461
      2.593000      2.151739      0.000660    -11.745398
      2.593125      2.131116      0.002489    -11.726730
      2.593250      2.261958      0.000147    -11.855355
      2.593375      2.225803     -0.001343    -11.817835
      2.593500      2.186680      0.000036    -11.780216
      2.593625      2.234333      0.001019    -11.828977
      2.593750      2.166070      0.001172    -11.760992
      2.593875      2.145504     -0.001194    -11.738186
      2.594000      2.148467      0.000749    -11.743216
      2.594125      2.198918      0.000637    -11.793680
      2.594250      2.183002      0.001705    -11.778957
      2.594375      2.203530     -0.000860    -11.797045
      2.594500      2.192720     -0.001072    -11.786148
      2.594625      2.164280      0.001813    -11.760718
      2.594750      2.190494      0.000619    -11.785863
      2.594875      2.114455     -0.001573    -11.707757
      2.595000      2.179068     -0.000581    -11.773487
      2.595125      2.206848      0.001225    -11.803198
      2.595250      2.156509      0.001788    -11.753546
      2.595375      2.154564     -0.001712    -11.748227
      2.595500      2.185291      0.002393    -11.783184
      2.595625      2.214049      0.001105    -11.810779
      2.595750      2.203848      0.000255    -11.799853
      2.595875      2.142845      0.000435    -11.739155
      2.596000      2.180765     -0.002059    -11.774706
      2.596125      2.206171      0.002083    -11.804378
      2.596250      2.201797     -0.000835    -11.797211
      2.596375      2.211816      0.001200    -11.809391
      2.596500      2.189915      0.000488    -11.786903
      2.596625      2.182898      0.001360    -11.780883
      2.596750      2.213401     -0.001559    -11.808592
      2.596875      2.207144      0.000710    -11.804729
      2.597000      2.204412      0.000707    -11.802119
      2.597125      2.198377      0.000063    -11.795566
      2.597250      2.221568     -0.000047    -11.818771
      2.597375      2.231947      0.000505    -11.829826
      2.597500      2.204012      0.000494    -11.802006
      2.597625      2.165854      0.000440    -11.763919
      2.597750      2.188920     -0.000436    -11.786235
      2.597875      2.226041     -0.001290    -11.822626
      2.598000      2.225183     -0.000040    -11.823143
      2.598125      2.199225     -0.000099    -11.797251
      2.598250      2.275189     -0.000793    -11.872646
      2.598375      2.218644     -0.002613    -11.814406
      2.598500      2.207685      0.000639    -11.806824
      2.598625      2.233134      0.000696    -11.832455
